"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DISEASE] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	" 1"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 1"	"[DISEASE] Non small cell lung cancer (NSCLC)[Intogen]"	" 1"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	" 2"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 1"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	" 1"
"[DISEASE] breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 2"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 2"	"[DISEASE] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 2"	"[DISEASE] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	" 2"	"[DISEASE] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	" 2"	"[DISEASE] Cutaneous melanoma of the skin (CM)[Intogen]"	" 2"
"[DISEASE] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 3"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	" 3"	"[DISEASE] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 3"	"[DISEASE] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 4"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	" 3"	"[DISEASE] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 3"
"[DISEASE] Breast adenocarcinoma (BRCA)[Intogen]"	" 4"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 4"	"[DISEASE] lung carcinoma (EFO_0001071)[ThETA]"	" 4"	"[DISEASE] Ovary cancer (OV)[Intogen]"	" 5"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	" 4"	"[DISEASE] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	" 4"
"[DISEASE] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	" 5"	"[DISEASE] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 4"	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 5"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	" 5"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	" 5"	"[DISEASE] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 5"
"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 7"	"[DISEASE] Renal papillary cell carcinoma (RPC)[Intogen]"	" 6"	"[DISEASE] Lung adenocarcinoma (LUAD)[Intogen]"	" 6"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	" 6"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 6"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 6"
"[ADR] Poisoning (12.03.01.004) [ADReCS]"	" 9"	"[DISEASE] Carcinoma, Renal Cell[PharmGKB_associated]"	" 8"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	" 8"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	" 8"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 7"
"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 9"	"[DISEASE] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 9"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"11"	"[DISEASE] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 9"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	" 8"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	" 8"
"[DISEASE] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"10"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"10"	"[DISEASE] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"11"	"[DISEASE] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 9"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	" 9"	"[DISEASE] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 8"
"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"10"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"10"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"11"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 9"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 9"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"10"
"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"12"	"[DISEASE] Renal carcinoma (EFO:0002890)[ThETA]"	"11"	"[DISEASE] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"12"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"11"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"11"	"[DISEASE] Skin basal cell carcinoma (SBCC)[Intogen]"	"11"
"[DISEASE] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"13"	"[DISEASE] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"12"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"12"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"11"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"12"
"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"13"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"12"	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"12"	"[DISEASE] Ovarian Neoplasms[PharmGKB_associated]"	"14"	"[DISEASE] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"13"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"13"
"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"14"	"[DISEASE] Renal clear cell carcinoma (RCCC)[Intogen]"	"13"	"[DISEASE] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"14"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"14"	"[DISEASE] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"14"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"14"
"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"14"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"14"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"	"[DISEASE] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"15"	"[DISEASE] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"14"
