"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 1"	"Carcinoma, Renal Cell[PharmGKB_associated]"	" 1"	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 1"	"ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 1"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	" 1"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 1"
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 2"	"kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 3"	"lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 3"	"ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	" 2"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	" 2"	"Skin basal cell carcinoma (SBCC)[Intogen]"	" 2"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 3"	"renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 3"	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 3"	"Ovary cancer (OV)[Intogen]"	" 3"	"prostate cancer (MONDO_0008315)[OpenTargets_literature]"	" 4"	"Cutaneous melanoma of the skin (CM)[Intogen]"	" 3"
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 4"	"kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 4"	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 5"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	" 4"	"prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	" 4"	"skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 4"
"Breast adenocarcinoma (BRCA)[Intogen]"	" 5"	"kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 5"	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 5"	"Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 5"	"metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	" 5"	"Skin squamous cell carcinoma (SSCC)[Intogen]"	" 5"
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 6"	"kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 6"	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 6"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	" 6"	"prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 5"	"Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 7"
"Breast Neoplasms[PharmGKB_associated]"	" 7"	"Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 7"	"Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 7"	"Ovarian Neoplasms[PharmGKB_associated]"	" 7"	"Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 7"	"Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	" 8"
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 8"	"Renal carcinoma (EFO:0002890)[ThETA]"	" 8"	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 8"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	" 8"	"Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 8"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 8"
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	" 9"	"Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 9"	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 9"	"Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 9"	"Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"10"	"Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	" 9"
"breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"10"	"Renal clear cell carcinoma (RCCC)[Intogen]"	" 9"	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"11"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	" 9"	"Prostatic Neoplasms[PharmGKB_associated]"	"11"	"skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"10"
