"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 1"	"kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 1"	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 1"	"ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 1"	"prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	" 2"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 1"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 2"	"kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 2"	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 2"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	" 2"	"prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	" 3"	"skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 2"
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 3"	"Renal carcinoma (EFO:0002890)[ThETA]"	" 3"	"lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 3"	"Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 3"	"metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	" 3"	"Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 4"
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 4"	"Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 3"	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 4"	"Ovarian carcinoma (EFO_0001075)[ThETA]"	" 4"	"prostate cancer (MONDO_0008315)[OpenTargets_literature]"	" 5"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 4"
"Breast adenocarcinoma (BRCA)[Intogen]"	" 5"	"Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 5"	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 5"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	" 5"	"Prostate adenocarcinoma (PRAD)[Intogen]"	" 5"	"Cutaneous melanoma of the skin (CM)[Intogen]"	" 5"
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 6"	"Renal papillary cell carcinoma (RPC)[Intogen]"	" 6"	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	" 6"	"ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	" 5"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	" 6"	"Skin basal cell carcinoma (SBCC)[Intogen]"	" 6"
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	" 7"	"kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 7"	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 7"	"Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 7"	"prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 6"	"Skin squamous cell carcinoma (SSCC)[Intogen]"	" 7"
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 8"	"Carcinoma, Renal Cell[PharmGKB_associated]"	" 8"	"Lung squamous cell carcinoma (LUSC)[Intogen]"	" 8"	"Ovary cancer (OV)[Intogen]"	" 8"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	" 9"	"skin carcinoma (EFO_0009259)[OpenTargets_literature]"	" 8"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 9"	"Renal clear cell carcinoma (RCCC)[Intogen]"	" 9"	"Carcinoma of lung (C0684249)[DisGeNET_curated]"	"10"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"10"	"prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"10"	"Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	" 9"
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"10"	"kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 9"	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"11"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"10"	"Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"10"	"Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"10"
"Breast Neoplasms[PharmGKB_associated]"	"11"	"renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"11"	"lung carcinoma (EFO_0001071)[ThETA]"	"11"	"ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"13"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"11"	"skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"10"
"Breast carcinoma (EFO_0000305)[ThETA]"	"11"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"12"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"13"	"Prostatic Neoplasms[PharmGKB_associated]"	"11"	NA	NA
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"13"	NA	NA	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"12"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"14"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"12"	NA	NA
"breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"14"	NA	NA	"Small-cell lung cancer (SCLC)[Intogen]"	"13"	"Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"14"	"Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"13"	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"14"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"14"	"Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"15"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"14"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"15"	NA	NA	"Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"15"	"Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"15"	"Prostate carcinoma (EFO_0001663)[ThETA]"	"15"	NA	NA
"Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"16"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"16"	"Ovarian Neoplasms[PharmGKB_associated]"	"16"	"Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"16"	NA	NA
"Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"17"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"17"	"Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"17"	NA	NA	NA	NA
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"18"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_GA]"	"19"	"ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"17"	NA	NA	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"19"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"20"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"20"	NA	NA	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"20"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"21"	NA	NA	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"22"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	"22"	NA	NA	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
