"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[proximity_kernel] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"  1"	"[proximity_shortest] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 2"	"[proximity_shortest] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"  1"	"[proximity_kernel] Ovarian carcinoma (EFO_0001075)[ThETA]"	"  1"	"[proximity_kernel] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	" 1"	"[proximity_kernel] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	" 1"
"[proximity_shortest] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"  2"	"[proximity_shortest] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 2"	"[proximity_shortest] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"  3"	"[proximity_kernel] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"  5"	"[proximity_kernel] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	" 2"	"[proximity_kernel] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 2"
"[proximity_kernel] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"  3"	"[proximity_kernel] Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 3"	"[proximity_shortest] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"  5"	"[proximity_shortest] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"  6"	"[proximity_kernel] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	" 5"	"[proximity_separation] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 3"
"[proximity_kernel] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"  4"	"[proximity_shortest] Renal clear cell carcinoma (RCCC)[Intogen]"	" 7"	"[proximity_shortest] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"  5"	"[proximity_kernel] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"  6"	"[proximity_kernel] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	" 5"	"[proximity_kernel] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 4"
"[proximity_kernel] Breast Neoplasms[PharmGKB_associated]"	"  5"	"[proximity_kernel] Renal clear cell carcinoma (RCCC)[Intogen]"	" 8"	"[proximity_kernel] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"  7"	"[proximity_shortest] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"  8"	"[proximity_kernel] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 5"	"[proximity_closest] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 5"
"[proximity_shortest] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"  6"	"[proximity_kernel] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 9"	"[proximity_kernel] Lung squamous cell carcinoma (LUSC)[Intogen]"	"  8"	"[proximity_closest] Ovary cancer (OV)[Intogen]"	"  8"	"[proximity_shortest] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 5"	"[proximity_kernel] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 6"
"[proximity_closest] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"  8"	"[proximity_kernel] Renal carcinoma (EFO:0002890)[ThETA]"	"10"	"[proximity_kernel] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 10"	"[proximity_closest] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"  8"	"[proximity_kernel] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 7"	"[proximity_kernel] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	" 8"
"[proximity_kernel] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 10"	"[proximity_closest] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"10"	"[proximity_shortest] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	" 12"	"[proximity_shortest] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"  9"	"[proximity_kernel] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	" 8"	"[proximity_separation] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 9"
"[proximity_shortest] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 11"	"[proximity_closest] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"12"	"[proximity_closest] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 13"	"[proximity_shortest] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 12"	"[proximity_shortest] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 9"	"[proximity_shortest] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 9"
"[proximity_closest] Breast adenocarcinoma (BRCA)[Intogen]"	" 11"	"[proximity_separation] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"13"	"[proximity_shortest] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	" 14"	"[proximity_shortest] Ovary cancer (OV)[Intogen]"	" 13"	"[proximity_shortest] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"10"	"[proximity_kernel] Skin basal cell carcinoma (SBCC)[Intogen]"	"10"
