"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 1"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 1"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	" 1"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 1"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 3"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	" 1"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 2"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 2"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 2"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 2"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 4"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 2"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	" 3"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 3"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 3"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 3"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	" 5"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 3"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 5"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 4"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 4"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 4"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 6"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 5"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 5"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	" 5"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 8"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 5"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 7"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 6"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	" 7"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 6"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	" 9"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	" 6"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 7"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	" 7"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 7"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 7"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"10"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	" 7"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 8"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 8"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	" 9"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 8"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"10"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	" 9"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"11"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	" 9"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"10"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	" 9"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"11"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	"10"
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"11"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	"10"	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"11"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"10"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"11"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"11"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"12"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"11"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"11"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"12"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"12"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"11"
