"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 1"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 1"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 1"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 1"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 1"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 1"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 2"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 2"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 2"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 3"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	" 2"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	" 2"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 3"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 3"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 3"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 3"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	" 3"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 3"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	" 4"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 4"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	" 4"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	" 6"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	" 4"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 4"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 5"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 5"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	" 5"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 7"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 5"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 5"
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 6"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 6"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 7"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	" 7"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	" 6"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 6"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 7"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 7"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 8"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 8"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	" 7"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 7"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 8"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	" 8"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 8"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 8"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 8"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	" 8"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 9"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"10"	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 9"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	" 9"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	" 9"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 9"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"10"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"10"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"10"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	" 9"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"10"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"10"
