"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 1"	"Carcinoma, Renal Cell[PharmGKB_associated]"	" 1"	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 1"	"ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 1"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	" 1"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 1"
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 2"	"renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 2"	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 2"	"Ovary cancer (OV)[Intogen]"	" 2"	"prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	" 3"	"Skin basal cell carcinoma (SBCC)[Intogen]"	" 2"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 3"	"kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 3"	"lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 3"	"Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 3"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	" 3"	"Cutaneous melanoma of the skin (CM)[Intogen]"	" 3"
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 4"	"kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 4"	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 6"	"Ovarian Neoplasms[PharmGKB_associated]"	" 5"	"Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 4"	"skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 4"
"Breast adenocarcinoma (BRCA)[Intogen]"	" 5"	"kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 6"	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 6"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	" 6"	"Prostate adenocarcinoma (PRAD)[Intogen]"	" 6"	"Skin squamous cell carcinoma (SSCC)[Intogen]"	" 5"
"Breast Neoplasms[PharmGKB_associated]"	" 6"	"kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 6"	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 7"	"Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 6"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	" 6"	"Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 6"
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	" 7"	"Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 7"	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 8"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	" 8"	"metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	" 7"	"Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	" 7"
"breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 8"	"Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 8"	"Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 8"	"Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 9"	"prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 8"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 8"
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"10"	"Renal carcinoma (EFO:0002890)[ThETA]"	" 8"	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 9"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"10"	"Prostatic Neoplasms[PharmGKB_associated]"	" 9"	"skin carcinoma (EFO_0009259)[OpenTargets_literature]"	" 9"
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"11"	"Renal clear cell carcinoma (RCCC)[Intogen]"	" 9"	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"11"	"Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"10"	"prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"10"	"Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"10"
