"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 2"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 1"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 1"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 1"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 1"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	" 1"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 2"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 2"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 3"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 3"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 2"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	" 2"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 2"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 3"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	" 3"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 4"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 3"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 3"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 4"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 4"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 3"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 5"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 5"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 4"
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	" 5"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 5"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 5"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 5"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	" 5"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 5"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 7"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 6"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 6"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 8"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 7"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 8"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	" 7"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	" 7"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 8"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 8"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 8"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 9"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	" 8"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 7"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	" 9"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 9"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 9"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	" 9"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"10"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"10"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"10"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 9"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"12"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"10"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"10"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"10"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"10"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 9"
