"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 1"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 1"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 1"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 2"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 2"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 2"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 2"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 2"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 2"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 2"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 3"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 3"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 3"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 3"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 4"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 5"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 4"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 4"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 5"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 5"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 4"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 4"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 6"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	" 6"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	" 6"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 7"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	" 6"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 7"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	" 6"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 8"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 6"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 8"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 8"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 7"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	" 8"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	" 8"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	" 7"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 9"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 8"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"10"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 8"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 9"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 7"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 9"	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"10"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	" 9"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 9"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 9"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"10"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"11"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"11"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"11"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"11"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"10"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"11"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"12"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"11"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"11"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"12"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"12"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"11"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"12"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"12"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	"12"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"14"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"12"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"13"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"13"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"12"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"16"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"13"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"14"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"14"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"13"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"13"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"16"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"14"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"14"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"15"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"15"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"16"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"15"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"15"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"15"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"18"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"16"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"17"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"17"	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"17"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"18"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"18"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"16"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"19"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"17"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"18"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"19"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"18"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"17"
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"19"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"19"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"19"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"19"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"19"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"20"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"20"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"20"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"19"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"20"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"20"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"20"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"20"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"19"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"20"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"20"	NA	NA	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"21"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"21"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"21"	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"23"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"23"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"21"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"21"	NA	NA
