"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  1"
"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"
"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  3"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  3"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"
"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  5"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  5"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  5"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  6"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  6"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  5"
"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  6"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	"  6"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  6"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  6"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"
"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  7"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  7"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  6"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  6"
"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  7"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  8"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  6"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  8"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  7"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  7"
"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  8"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  8"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  8"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  8"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  8"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  7"
"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  8"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  8"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	"  9"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  9"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  8"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  7"
"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	" 10"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 10"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"
"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 11"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"
"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 12"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"
"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"
"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 16"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"
"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 15"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 16"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 16"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"
"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 16"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 20"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 16"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 17"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 16"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 16"
"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 18"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 20"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 17"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 18"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 17"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 17"
"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 18"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 20"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 19"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 18"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 20"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 18"
"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 20"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 20"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 21"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 21"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 21"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 19"
"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 22"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 21"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 22"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 23"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 22"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 20"
"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 23"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 22"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 22"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 23"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 23"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 24"
