"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"
"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"
"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"
"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  4"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	"  5"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	"  4"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	"  4"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	"  4"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  4"
"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  5"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	"  5"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  5"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  5"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  5"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  5"
"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	"  6"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  6"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  6"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  6"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"
"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  7"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	"  7"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  7"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  7"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  7"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  7"
"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  8"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	"  8"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  8"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  8"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  8"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  8"
"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  9"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 10"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  9"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  9"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  9"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  9"
"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 10"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 10"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 10"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 10"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"
