"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 1"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 1"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 1"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	" 1"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 1"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 1"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 3"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 3"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 3"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	" 3"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	" 2"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 2"
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 3"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 4"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 4"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 4"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 4"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 3"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 4"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 5"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 4"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 5"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 4"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 4"
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 5"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 6"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 5"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	" 6"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 6"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 5"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 6"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 7"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 7"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 7"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 8"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 7"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 7"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 8"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 8"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 7"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 8"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 8"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 8"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 9"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 8"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 9"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 9"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	" 9"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 9"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	"10"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 9"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	" 9"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"12"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"10"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"11"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"11"	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"10"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"12"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"12"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"11"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"12"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"12"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"12"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"12"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"12"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"11"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"13"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"14"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"13"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"12"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"13"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"14"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"13"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"15"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"14"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"13"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"14"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"14"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"15"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"15"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"14"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"15"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"15"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"15"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"16"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"15"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"18"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"16"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"16"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"16"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"18"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"16"	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"19"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"17"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"18"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	"18"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"18"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"17"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"19"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"18"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"18"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"20"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"17"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"21"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	"19"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"19"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"21"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"18"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"21"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"20"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"21"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"20"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"22"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"20"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"23"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"21"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"21"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"21"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"22"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"23"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"21"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"22"	NA	NA
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"23"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"24"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"22"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"23"	NA	NA
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"24"	NA	NA	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"24"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"23"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"25"	NA	NA	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"25"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"25"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"24"	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"26"	NA	NA	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"25"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"26"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"24"	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"28"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"27"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"25"	NA	NA
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"29"	NA	NA	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"27"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"27"	NA	NA	NA	NA
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"29"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"28"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"28"	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"29"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"28"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"29"	NA	NA	NA	NA
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"30"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	"29"	NA	NA	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"31"	NA	NA	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"30"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
