"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 1"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 1"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 1"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 1"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 1"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 1"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 2"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 2"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 2"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 3"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 2"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 3"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 3"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 4"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	" 3"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 3"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 4"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 4"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	" 5"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 5"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 4"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 6"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	" 6"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 6"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 5"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	" 6"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 5"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 7"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 6"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 6"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 6"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	" 8"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 7"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 7"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 8"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	" 7"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	" 7"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 8"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	" 7"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	" 9"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	" 9"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 7"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	" 9"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	" 9"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	" 9"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"10"	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	" 9"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 8"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 9"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 9"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"11"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"10"	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"10"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"10"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"11"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 9"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"11"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"11"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"12"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"11"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	"11"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"11"
