"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 1"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 1"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	" 1"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 1"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 1"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	" 1"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 2"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 2"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 2"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 2"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	" 2"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 2"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	" 4"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 3"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 3"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 3"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	" 3"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 3"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 4"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 4"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 4"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	" 4"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 5"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 5"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 5"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	" 5"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	" 5"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 5"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 6"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 6"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 6"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 6"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	" 6"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	" 6"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 7"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	" 7"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	" 7"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 7"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	" 7"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	" 8"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 9"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 8"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 8"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 8"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	" 8"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	" 8"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"10"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	" 9"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	" 8"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	" 9"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 9"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	" 8"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"11"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	"10"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"10"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"10"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"10"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	"10"
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"11"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"11"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"11"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"11"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"11"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"11"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"11"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"12"	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"13"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"12"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"12"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"12"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"13"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"14"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"13"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"13"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"13"
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"12"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"14"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"15"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"14"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"14"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"14"
