"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"	"Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"	"Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"	"Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"	"Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"	"Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"
"Poisoning (12.03.01.004) [ADReCS]"	" 2"	"Poisoning (12.03.01.004) [ADReCS]"	" 2"	"Poisoning (12.03.01.004) [ADReCS]"	" 2"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 3"	"Drug toxicity (C0013221) [DisGeNET]"	" 3"	"Poisoning (12.03.01.004) [ADReCS]"	" 2"
"Adverse reaction (08.06.01.018) [ADReCS]"	" 3"	"Drug toxicity (C0013221) [DisGeNET]"	" 3"	"Drug toxicity (C0013221) [DisGeNET]"	" 3"	"Drug toxicity (C0013221) [DisGeNET]"	" 3"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 3"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 3"
"Drug toxicity (C0013221) [DisGeNET]"	" 4"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 4"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 4"	"Poisoning (12.03.01.004) [ADReCS]"	" 4"	"Poisoning (12.03.01.004) [ADReCS]"	" 4"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 4"
"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 5"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 5"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 4"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 5"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 4"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 4"
"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 6"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 6"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 6"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 6"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 6"	"Drug toxicity (C0013221) [DisGeNET]"	" 7"
"Cardiotoxicity (C0876994) [DisGeNET]"	" 7"	"Cardiotoxicity (C0876994) [DisGeNET]"	" 7"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 7"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 7"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 7"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 7"
"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 8"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 7"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 8"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 8"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"
"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 8"	"Cardiotoxicity (MESH:D066126) [CTD]"	" 8"	"Cardiotoxicity (C0876994) [DisGeNET]"	" 9"	"Cardiotoxicity (C0876994) [DisGeNET]"	" 8"	"Cardiotoxicity (C0876994) [DisGeNET]"	" 9"	"Cardiotoxicity (C0876994) [DisGeNET]"	" 9"
"Cardiotoxicity (MESH:D066126) [CTD]"	"10"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"10"	"Cardiotoxicity (MESH:D066126) [CTD]"	"10"	"Cardiotoxicity (MESH:D066126) [CTD]"	"10"	"Cardiotoxicity (MESH:D066126) [CTD]"	"10"	"Cardiotoxicity (MESH:D066126) [CTD]"	"10"
