"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 1"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 1"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 1"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	" 1"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 2"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 1"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 3"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 3"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 2"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 3"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	" 3"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 2"
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 3"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 3"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 3"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	" 4"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 3"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 4"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 4"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 4"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 4"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 4"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 5"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 5"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 5"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 4"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	" 6"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 6"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 6"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 7"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 5"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 7"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 8"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 7"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 8"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 7"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 7"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 9"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 9"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 8"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 9"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	" 8"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 8"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"10"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 9"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	" 9"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 9"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 9"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 9"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"10"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"10"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 9"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"10"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"10"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"
