"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	"  1"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	"  1"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	"  1"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	"  1"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	"  1"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	"  1"
"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	"  2"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	"  2"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	"  2"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	"  2"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	"  2"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	"  2"
"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	"  3"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	"  3"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	"  3"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	"  3"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	"  3"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	"  3"
"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	"  4"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	"  4"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	"  4"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	"  4"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	"  4"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	"  4"
"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  5"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  5"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  5"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  5"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  5"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  5"
"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	"  6"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	"  6"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	"  6"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	"  6"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	"  6"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	"  6"
"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	"  7"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	"  7"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	"  7"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	"  7"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	"  7"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	"  7"
"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	"  8"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	"  8"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	"  8"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	"  8"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	"  8"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	"  8"
"Amiloride Action Pathway (SMP0000133) (Drug Action)"	"  9"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	"  9"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	"  9"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	"  9"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	"  9"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	"  9"
"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 10"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 10"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 10"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 10"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 10"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 10"
"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 11"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 11"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 11"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 11"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 11"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 11"
"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 12"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 12"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 12"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 12"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 12"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 12"
"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 13"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 13"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 13"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 13"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 13"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 13"
"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 14"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 14"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 14"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 14"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 14"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 14"
"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 15"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 15"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 15"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 15"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 15"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 15"
"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 16"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 16"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 16"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 16"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 16"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 16"
"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"
"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 18"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 18"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 18"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 18"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 18"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 18"
"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 19"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 19"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 19"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 19"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 19"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 19"
"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 20"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 20"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 20"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 20"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 20"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 20"
"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 21"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 21"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 21"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 21"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 21"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 21"
"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 22"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 22"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 22"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 22"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 22"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 22"
"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 23"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 23"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 23"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 23"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 23"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 23"
"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 24"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 24"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 24"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 24"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 24"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 24"
