"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Nicotine Action Pathway (SMP0000431) (Drug Action)"	"  1"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	"  1"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	"  1"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	"  1"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"
"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	"  2"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	"  2"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	"  2"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	"  2"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	"  3"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  3"
"Citalopram Action Pathway (SMP0000424) (Drug Action)"	"  3"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	"  4"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	"  3"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	"  3"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	"  4"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  4"
"Codeine Action Pathway (SMP0000405) (Drug Action)"	"  5"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	"  4"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	"  4"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	"  4"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	"  5"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	"  5"
"Imipramine Action Pathway (SMP0000422) (Drug Action)"	"  7"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	"  4"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  5"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  5"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	"  6"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	"  6"
"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	"  7"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	"  5"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	"  6"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	"  6"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	"  6"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	"  7"
"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	"  8"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	"  7"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	"  7"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	"  7"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	"  7"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	"  8"
"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	"  9"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 10"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	"  8"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	"  8"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	"  8"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 11"
"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	" 11"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 10"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	"  9"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	"  9"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	"  8"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 11"
"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 12"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 12"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 10"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 10"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	"  9"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 12"
"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 13"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 12"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 11"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 11"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 11"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 12"
"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 14"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 12"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 12"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 12"	"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 13"
"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 14"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	" 13"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 13"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 13"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	" 12"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	" 13"
"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 14"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 14"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 14"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 14"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 13"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	" 14"
"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 15"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 15"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	" 14"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 15"
"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 15"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 15"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 16"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 16"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 16"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 15"
"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	" 15"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	" 15"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 17"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 18"
"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 17"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 18"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 18"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	" 18"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 18"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 18"
"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 18"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 19"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 19"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 19"	"Vincristine Action Pathway (SMP0000437) (Drug Action)"	" 20"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 18"
"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 20"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 19"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 20"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 20"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 20"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 19"
"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 23"	"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 21"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 21"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 21"	"Vindesine Action Pathway (SMP0000438) (Drug Action)"	" 21"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 19"
"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 25"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 23"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 22"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 22"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 22"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 20"
"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	" 25"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 29"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 23"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 23"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 23"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 20"
"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	" 26"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 30"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 24"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 24"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 26"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 21"
