"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 1"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 1"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 1"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 2"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 2"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 3"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 2"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 2"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 3"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 3"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 3"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	" 3"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	" 3"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	" 4"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 4"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 4"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 4"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 4"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 4"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 5"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 6"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 5"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	" 5"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 5"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 5"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 7"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 6"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 6"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 7"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 7"
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	" 8"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 6"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 8"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 8"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 7"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	" 9"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	" 9"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 9"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	" 8"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	" 9"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	" 8"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"10"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"10"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"10"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"10"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	" 9"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 8"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"10"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"10"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"11"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"11"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"10"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"10"
