"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 1"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 1"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 1"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 1"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	" 1"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 1"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	" 2"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 2"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 2"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 3"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 3"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 3"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 3"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 3"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 3"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 3"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 4"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 4"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 4"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	" 4"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 4"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 5"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	" 5"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 4"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 5"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 5"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 7"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 6"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	" 6"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 5"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 6"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 7"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 7"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	" 7"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 7"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	" 7"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 8"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 8"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 8"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	" 8"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	" 8"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 8"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 8"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 9"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 8"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"10"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 9"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 9"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 9"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"11"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"11"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"10"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"10"
