"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  4"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"
"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  5"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  3"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  3"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"
"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  4"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  4"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"
"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  7"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	"  4"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  6"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	"  7"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	"  4"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  4"
"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  7"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	"  5"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  7"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	"  8"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	"  5"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  5"
"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  8"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	"  6"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  8"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	"  9"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	"  7"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"
"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  8"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	"  7"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  9"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 10"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	"  7"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  7"
"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  9"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	"  8"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 10"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 11"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	"  8"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  8"
"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  9"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	"  9"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	" 10"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 12"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	"  9"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  9"
"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 10"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 18"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 11"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 13"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 11"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"
"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 12"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 19"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 11"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 14"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 12"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"
