"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 1"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 1"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 1"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 1"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 1"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 2"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 2"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 2"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 2"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 2"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	" 2"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	" 3"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 3"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 3"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 3"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 4"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 3"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 4"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 4"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 4"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 4"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 5"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 5"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	" 5"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	" 5"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 5"
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 6"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	" 6"	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	" 6"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 6"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 6"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 6"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 6"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 7"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	" 7"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 7"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	" 7"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	" 7"
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	" 9"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 8"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	" 8"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	" 8"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 8"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	" 8"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"10"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 9"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 9"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 9"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"10"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	" 9"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"10"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"10"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"10"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"11"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"11"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"10"
