"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  1"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  1"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  1"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  1"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  1"
"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  2"
"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  2"	"Thioguanine Action Pathway (SMP0000430) (Drug Action)"	"  3"	"Mercaptopurine Action Pathway (SMP0000428) (Drug Action)"	"  3"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  2"	"Azathioprine Action Pathway (SMP0000427) (Drug Action)"	"  3"
"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  5"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  5"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  5"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  5"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  5"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  5"
"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  6"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  6"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  5"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  6"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  5"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  6"
"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  6"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  6"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  6"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  7"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  6"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  6"
"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  7"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  6"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  7"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  7"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  6"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  7"
"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  7"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  7"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  8"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  7"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	"  7"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  8"
"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	"  8"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	"  8"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	"  9"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	"  8"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  8"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	"  9"
"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 11"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 10"
"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"
"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 13"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 12"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"
"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 14"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"
"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"
"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 16"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 15"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"
"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 18"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 16"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 16"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 16"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 16"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 16"
"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 18"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 17"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 17"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 17"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 18"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 18"
"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 19"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 18"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 18"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 18"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 20"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 18"
"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 20"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 20"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 22"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 21"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 21"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 19"
"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 20"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 20"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 22"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 22"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 22"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 20"
"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 21"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 21"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 24"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 23"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 23"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 24"
"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 21"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 22"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 25"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 23"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 24"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 25"
"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 23"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 22"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 25"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 23"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 24"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 25"
"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 23"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 23"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 25"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 24"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 25"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 25"
"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 24"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 24"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 25"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 25"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 25"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 26"
"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 24"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 25"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 26"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 26"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 26"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 27"
"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 26"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 25"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 26"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 27"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 27"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 27"
"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 27"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 26"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 26"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 28"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 28"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 27"
"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 28"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 27"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 27"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 28"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 28"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 28"
"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 29"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 27"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 28"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 29"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 28"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 30"
