"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Poisoning (12.03.01.004) [ADReCS]"	"1"	"Poisoning (12.03.01.004) [ADReCS]"	" 1"	"Poisoning (12.03.01.004) [ADReCS]"	" 1"	"Poisoning (12.03.01.004) [ADReCS]"	"1"	"Poisoning (12.03.01.004) [ADReCS]"	" 1"	"Cardiotoxicity (C0876994) [DisGeNET]"	" 1"
"Drug toxicity (C0013221) [DisGeNET]"	"2"	"Drug toxicity (C0013221) [DisGeNET]"	" 2"	"Drug toxicity (C0013221) [DisGeNET]"	" 2"	"Drug toxicity (C0013221) [DisGeNET]"	"2"	"Drug toxicity (C0013221) [DisGeNET]"	" 2"	"Neurotoxicity (12.03.01.011) [ADReCS]"	" 2"
"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"3"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 3"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 3"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"3"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 3"	"Poisoning (12.03.01.004) [ADReCS]"	" 3"
"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"4"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 4"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 4"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"4"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 4"	"Drug toxicity (C0013221) [DisGeNET]"	" 4"
"Adverse reaction (08.06.01.018) [ADReCS]"	"5"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 5"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 5"	"Adverse reaction (08.06.01.018) [ADReCS]"	"5"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 5"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 5"
"Cardiotoxicity (MESH:D066126) [CTD]"	"6"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 6"	"Cardiotoxicity (MESH:D066126) [CTD]"	" 6"	"Cardiotoxicity (MESH:D066126) [CTD]"	"6"	"Cardiotoxicity (MESH:D066126) [CTD]"	" 6"	"Adverse reaction (08.06.01.018) [ADReCS]"	" 6"
"Cardiotoxicity (C0876994) [DisGeNET]"	"7"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 7"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 7"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"7"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 7"	"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 7"
"Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"7"	"Cardiotoxicity (MESH:D066126) [CTD]"	" 8"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 8"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"8"	"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 8"	"Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 8"
"Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"8"	"Neurotoxicity (12.03.01.011) [ADReCS]"	" 9"	"Neurotoxicity (12.03.01.011) [ADReCS]"	" 9"	"Cardiotoxicity (C0876994) [DisGeNET]"	"9"	"Cardiotoxicity (C0876994) [DisGeNET]"	" 9"	"Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 9"
"Neurotoxicity (12.03.01.011) [ADReCS]"	"8"	"Cardiotoxicity (C0876994) [DisGeNET]"	"10"	"Cardiotoxicity (C0876994) [DisGeNET]"	"10"	"Neurotoxicity (12.03.01.011) [ADReCS]"	"9"	"Neurotoxicity (12.03.01.011) [ADReCS]"	"10"	"Cardiotoxicity (MESH:D066126) [CTD]"	"10"
