"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 1"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 1"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 1"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 1"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 1"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	" 2"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 2"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 2"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 2"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 2"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 2"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 3"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 3"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 3"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 3"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 4"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 3"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 4"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	" 4"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 4"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 4"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 5"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 4"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 5"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	" 5"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 5"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 5"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 7"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	" 7"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 5"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	" 6"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 6"
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 8"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 8"	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	" 7"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 7"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 6"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 7"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 8"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 7"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 8"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 8"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"10"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 9"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"10"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	" 9"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"10"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	" 8"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"10"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"10"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"11"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"10"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"11"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 9"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"10"
