"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 1"	"kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 1"	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 1"	"ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 2"	"Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 2"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 1"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 2"	"kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 2"	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 2"	"Ovary cancer (OV)[Intogen]"	" 2"	"prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	" 5"	"Skin squamous cell carcinoma (SSCC)[Intogen]"	" 2"
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 3"	"Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 4"	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 3"	"ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 2"	"prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 5"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 3"
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 5"	"Renal papillary cell carcinoma (RPC)[Intogen]"	" 4"	"lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 4"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	" 5"	"Prostatic Neoplasms[PharmGKB_associated]"	" 5"	"Cutaneous melanoma of the skin (CM)[Intogen]"	" 4"
"Breast adenocarcinoma (BRCA)[Intogen]"	" 5"	"Renal carcinoma (EFO:0002890)[ThETA]"	" 6"	"Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	" 5"	"Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	" 6"	"prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	" 6"	"Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 5"
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 6"	"kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 6"	"Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 6"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	" 7"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	" 6"	"Skin basal cell carcinoma (SBCC)[Intogen]"	" 6"
"Breast Neoplasms[PharmGKB_associated]"	" 7"	"Carcinoma, Renal Cell[PharmGKB_associated]"	" 7"	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	" 8"	"Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	" 7"	"prostate cancer (MONDO_0008315)[OpenTargets_GA]"	" 7"	"skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 7"
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 9"	"Renal clear cell carcinoma (RCCC)[Intogen]"	" 8"	"Lung squamous cell carcinoma (LUSC)[Intogen]"	" 8"	"Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 9"	"Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	" 8"	"skin carcinoma (EFO_0009259)[OpenTargets_literature]"	" 9"
"breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"10"	"Kidney Neoplasm (C0022665)[DisGeNET_curated]"	" 9"	"Small-cell lung cancer (SCLC)[Intogen]"	" 9"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"10"	"Prostate carcinoma (EFO_0001663)[ThETA]"	" 8"	"Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"10"
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"10"	"renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"10"	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"12"	"Ovarian Neoplasms[PharmGKB_associated]"	"10"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	" 9"	"Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"10"
