"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Choline metabolism in cancer (hsa05231)"	" 2"	"Focal adhesion (hsa04510)"	" 1"	"Focal adhesion (hsa04510)"	" 1"	"Proteoglycans in cancer (hsa05205)"	" 1"	"Proteoglycans in cancer (hsa05205)"	" 1"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 1"
"Focal adhesion (hsa04510)"	" 2"	"Proteoglycans in cancer (hsa05205)"	" 3"	"Proteoglycans in cancer (hsa05205)"	" 2"	"Focal adhesion (hsa04510)"	" 2"	"Toll-like receptor signaling pathway (hsa04620)"	" 2"	"Toll-like receptor signaling pathway (hsa04620)"	" 2"
"Leukocyte transendothelial migration (hsa04670)"	" 4"	"Choline metabolism in cancer (hsa05231)"	" 4"	"Choline metabolism in cancer (hsa05231)"	" 3"	"Choline metabolism in cancer (hsa05231)"	" 3"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 3"	"Focal adhesion (hsa04510)"	" 3"
"Natural killer cell mediated cytotoxicity (hsa04650)"	" 4"	"Leukocyte transendothelial migration (hsa04670)"	" 5"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 4"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 4"	"Focal adhesion (hsa04510)"	" 5"	"JAK-STAT signaling pathway (hsa04630)"	" 4"
"MAPK signaling pathway (hsa04010)"	" 5"	"Cytokine-cytokine receptor interaction (hsa04060)"	" 5"	"Toll-like receptor signaling pathway (hsa04620)"	" 5"	"Toll-like receptor signaling pathway (hsa04620)"	" 5"	"Chemokine signaling pathway (hsa04062)"	" 5"	"Proteoglycans in cancer (hsa05205)"	" 5"
"Toll-like receptor signaling pathway (hsa04620)"	" 7"	"Toll-like receptor signaling pathway (hsa04620)"	" 6"	"VEGF signaling pathway (hsa04370)"	" 6"	"Leukocyte transendothelial migration (hsa04670)"	" 6"	"Choline metabolism in cancer (hsa05231)"	" 6"	"VEGF signaling pathway (hsa04370)"	" 6"
"VEGF signaling pathway (hsa04370)"	" 7"	"Gap junction (hsa04540)"	" 6"	"ErbB signaling pathway (hsa04012)"	" 6"	"JAK-STAT signaling pathway (hsa04630)"	" 7"	"JAK-STAT signaling pathway (hsa04630)"	" 7"	"Choline metabolism in cancer (hsa05231)"	" 7"
"Gap junction (hsa04540)"	" 8"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	" 8"	"JAK-STAT signaling pathway (hsa04630)"	" 8"	"VEGF signaling pathway (hsa04370)"	" 8"	"T cell receptor signaling pathway (hsa04660)"	" 8"	"ErbB signaling pathway (hsa04012)"	" 9"
"Chemokine signaling pathway (hsa04062)"	" 8"	"VEGF signaling pathway (hsa04370)"	" 9"	"Chemokine signaling pathway (hsa04062)"	" 9"	"PI3K-Akt signaling pathway (hsa04151)"	"10"	"VEGF signaling pathway (hsa04370)"	" 9"	"PI3K-Akt signaling pathway (hsa04151)"	"10"
"Adherens junction (hsa04520)"	"11"	"AMPK signaling pathway (hsa04152)"	"10"	"PI3K-Akt signaling pathway (hsa04151)"	"10"	"T cell receptor signaling pathway (hsa04660)"	"11"	"ErbB signaling pathway (hsa04012)"	"10"	"Chemokine signaling pathway (hsa04062)"	"11"
