"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Chemokine signaling pathway (hsa04062)"	" 1"	"Proteoglycans in cancer (hsa05205)"	" 1"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	" 1"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	" 1"	"Chemokine signaling pathway (hsa04062)"	" 1"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	" 1"
"AMPK signaling pathway (hsa04152)"	" 3"	"Central carbon metabolism in cancer (hsa05230)"	" 2"	"PI3K-Akt signaling pathway (hsa04151)"	" 2"	"PI3K-Akt signaling pathway (hsa04151)"	" 2"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	" 2"	"PI3K-Akt signaling pathway (hsa04151)"	" 2"
"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	" 3"	"Cytokine-cytokine receptor interaction (hsa04060)"	" 3"	"Chemokine signaling pathway (hsa04062)"	" 3"	"Chemokine signaling pathway (hsa04062)"	" 3"	"PI3K-Akt signaling pathway (hsa04151)"	" 4"	"Chemokine signaling pathway (hsa04062)"	" 4"
"Choline metabolism in cancer (hsa05231)"	" 3"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	" 4"	"Proteoglycans in cancer (hsa05205)"	" 4"	"Proteoglycans in cancer (hsa05205)"	" 4"	"Gap junction (hsa04540)"	" 5"	"Central carbon metabolism in cancer (hsa05230)"	" 4"
"Central carbon metabolism in cancer (hsa05230)"	" 5"	"Rap1 signaling pathway (hsa04015)"	" 4"	"Choline metabolism in cancer (hsa05231)"	" 5"	"Choline metabolism in cancer (hsa05231)"	" 5"	"Proteoglycans in cancer (hsa05205)"	" 5"	"AMPK signaling pathway (hsa04152)"	" 5"
"Adherens junction (hsa04520)"	" 6"	"Complement and coagulation cascades (hsa04610)"	" 7"	"Central carbon metabolism in cancer (hsa05230)"	" 6"	"Central carbon metabolism in cancer (hsa05230)"	" 7"	"Choline metabolism in cancer (hsa05231)"	" 7"	"Sulfur metabolism (hsa00920)"	" 7"
"Leukocyte transendothelial migration (hsa04670)"	" 8"	"Primary immunodeficiency (hsa05340)"	" 9"	"Rap1 signaling pathway (hsa04015)"	" 7"	"Rap1 signaling pathway (hsa04015)"	" 8"	"FoxO signaling pathway (hsa04068)"	" 9"	"VEGF signaling pathway (hsa04370)"	" 7"
"Cytokine-cytokine receptor interaction (hsa04060)"	" 9"	"Toll-like receptor signaling pathway (hsa04620)"	"10"	"Complement and coagulation cascades (hsa04610)"	" 9"	"FoxO signaling pathway (hsa04068)"	" 9"	"Toll-like receptor signaling pathway (hsa04620)"	"10"	"Cytokine-cytokine receptor interaction (hsa04060)"	" 9"
"PI3K-Akt signaling pathway (hsa04151)"	" 9"	"Tight junction (hsa04530)"	"11"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"10"	"Complement and coagulation cascades (hsa04610)"	"10"	"Primary immunodeficiency (hsa05340)"	"10"	"Lysosome (hsa04142)"	"11"
"Proteoglycans in cancer (hsa05205)"	"10"	"Choline metabolism in cancer (hsa05231)"	"12"	"VEGF signaling pathway (hsa04370)"	"11"	"Autophagy - animal (hsa04140)"	"11"	"VEGF signaling pathway (hsa04370)"	"11"	"Glycolysis / Gluconeogenesis (hsa00010)"	"12"
"Carbon metabolism (hsa01200)"	"11"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"12"	"Gap junction (hsa04540)"	"11"	"Carbon metabolism (hsa01200)"	"11"	"Complement and coagulation cascades (hsa04610)"	"12"	"JAK-STAT signaling pathway (hsa04630)"	"12"
"Complement and coagulation cascades (hsa04610)"	"11"	"FoxO signaling pathway (hsa04068)"	"13"	"Lysosome (hsa04142)"	"12"	"p53 signaling pathway (hsa04115)"	"12"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"13"	"Wnt signaling pathway (hsa04310)"	"13"
"Sphingolipid signaling pathway (hsa04071)"	"15"	"Sulfur metabolism (hsa00920)"	"14"	"Primary immunodeficiency (hsa05340)"	"14"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"12"	"Ras signaling pathway (hsa04014)"	"15"	"Toll-like receptor signaling pathway (hsa04620)"	"14"
"Lysosome (hsa04142)"	"16"	"Gap junction (hsa04540)"	"16"	"NF-kappa B signaling pathway (hsa04064)"	"14"	"MAPK signaling pathway (hsa04010)"	"13"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"16"	"TNF signaling pathway (hsa04668)"	"14"
"ErbB signaling pathway (hsa04012)"	"16"	"Lysosome (hsa04142)"	"16"	"Carbon metabolism (hsa01200)"	"16"	"NF-kappa B signaling pathway (hsa04064)"	"14"	"MAPK signaling pathway (hsa04010)"	"16"	"Proteoglycans in cancer (hsa05205)"	"15"
"Sulfur metabolism (hsa00920)"	"17"	"VEGF signaling pathway (hsa04370)"	"18"	"Sulfur metabolism (hsa00920)"	"16"	"Sulfur metabolism (hsa00920)"	"15"	"Sulfur metabolism (hsa00920)"	"16"	"Adherens junction (hsa04520)"	"15"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"19"	"Carbon metabolism (hsa01200)"	"18"	"p53 signaling pathway (hsa04115)"	"18"	"Lysosome (hsa04142)"	"15"	"Central carbon metabolism in cancer (hsa05230)"	"17"	"MicroRNAs in cancer (hsa05206)"	"16"
"Proteasome (hsa03050)"	"20"	"ErbB signaling pathway (hsa04012)"	"19"	"FoxO signaling pathway (hsa04068)"	"18"	"VEGF signaling pathway (hsa04370)"	"17"	"Autophagy - animal (hsa04140)"	"19"	"Thyroid hormone signaling pathway (hsa04919)"	"18"
"TNF signaling pathway (hsa04668)"	"20"	"PI3K-Akt signaling pathway (hsa04151)"	"23"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"20"	"Gap junction (hsa04540)"	"18"	"Carbon metabolism (hsa01200)"	"19"	"Cell adhesion molecules (hsa04514)"	"19"
"Primary immunodeficiency (hsa05340)"	"23"	"Sphingolipid signaling pathway (hsa04071)"	"23"	"Cytokine-cytokine receptor interaction (hsa04060)"	"22"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"18"	"Thyroid hormone signaling pathway (hsa04919)"	"24"	"Primary immunodeficiency (hsa05340)"	"19"
"Hedgehog signaling pathway (hsa04340)"	"23"	"Citrate cycle (TCA cycle) (hsa00020)"	"24"	"Toll-like receptor signaling pathway (hsa04620)"	"22"	"Primary immunodeficiency (hsa05340)"	"19"	"NF-kappa B signaling pathway (hsa04064)"	"25"	"Gap junction (hsa04540)"	"21"
"T cell receptor signaling pathway (hsa04660)"	"24"	"Cytosolic DNA-sensing pathway (hsa04623)"	"25"	"Tight junction (hsa04530)"	"25"	"Toll-like receptor signaling pathway (hsa04620)"	"20"	"JAK-STAT signaling pathway (hsa04630)"	"27"	"p53 signaling pathway (hsa04115)"	"21"
"Cytosolic DNA-sensing pathway (hsa04623)"	"25"	"p53 signaling pathway (hsa04115)"	"25"	"PPAR signaling pathway (hsa03320)"	"26"	"Cytokine-cytokine receptor interaction (hsa04060)"	"21"	"Leukocyte transendothelial migration (hsa04670)"	"27"	"Choline metabolism in cancer (hsa05231)"	"22"
"NOD-like receptor signaling pathway (hsa04621)"	"26"	"Ras signaling pathway (hsa04014)"	"26"	"Glucagon signaling pathway (hsa04922)"	"27"	"ErbB signaling pathway (hsa04012)"	"23"	"Adherens junction (hsa04520)"	"27"	"Rap1 signaling pathway (hsa04015)"	"25"
"Rap1 signaling pathway (hsa04015)"	"27"	"Proteasome (hsa03050)"	"26"	"Apoptosis (hsa04210)"	"28"	"Cell adhesion molecules (hsa04514)"	"23"	"Cytosolic DNA-sensing pathway (hsa04623)"	"27"	"MAPK signaling pathway (hsa04010)"	"25"
"Gap junction (hsa04540)"	"27"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"27"	"Cell adhesion molecules (hsa04514)"	"28"	"Ras signaling pathway (hsa04014)"	"25"	"Lysosome (hsa04142)"	"28"	"TGF-beta signaling pathway (hsa04350)"	"25"
"VEGF signaling pathway (hsa04370)"	"27"	"Chemokine signaling pathway (hsa04062)"	"28"	"ErbB signaling pathway (hsa04012)"	"29"	"JAK-STAT signaling pathway (hsa04630)"	"26"	"ECM-receptor interaction (hsa04512)"	"28"	"Mismatch repair (hsa03430)"	"27"
"Natural killer cell mediated cytotoxicity (hsa04650)"	"29"	"NOD-like receptor signaling pathway (hsa04621)"	"30"	"Cytosolic DNA-sensing pathway (hsa04623)"	"29"	"TNF signaling pathway (hsa04668)"	"28"	"ErbB signaling pathway (hsa04012)"	"29"	"Sphingolipid signaling pathway (hsa04071)"	"28"
"Thyroid hormone signaling pathway (hsa04919)"	"29"	"Homologous recombination (hsa03440)"	"31"	"Autophagy - animal (hsa04140)"	"30"	"Apoptosis (hsa04210)"	"29"	"AMPK signaling pathway (hsa04152)"	"30"	"Apoptosis (hsa04210)"	"30"
"Base excision repair (hsa03410)"	"30"	"Hippo signaling pathway (hsa04390)"	"32"	"Phagosome (hsa04145)"	"32"	"Cytosolic DNA-sensing pathway (hsa04623)"	"29"	"PPAR signaling pathway (hsa03320)"	"30"	"Complement and coagulation cascades (hsa04610)"	"31"
