"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DISEASE] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	" 1"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 1"	"[DISEASE] Non small cell lung cancer (NSCLC)[Intogen]"	" 1"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	" 2"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	" 1"	"[DISEASE] Cutaneous melanoma of the skin (CM)[Intogen]"	" 1"
"[DISEASE] breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 3"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 2"	"[DISEASE] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 2"	"[DISEASE] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	" 3"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	" 5"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 3"
"[DISEASE] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	" 3"	"[DISEASE] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 3"	"[DISEASE] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 3"	"[DISEASE] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 4"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 5"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	" 4"
"[ADR] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	" 3"	"[DISEASE] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 4"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	" 5"	"[DISEASE] Prostatic Neoplasms[PharmGKB_associated]"	" 6"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 4"
"[DISEASE] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 5"	"[DISEASE] Carcinoma, Renal Cell[PharmGKB_associated]"	" 5"	"[DISEASE] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 9"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	" 6"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 6"	"[DISEASE] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	" 6"
"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 5"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	" 6"	"[DISEASE] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	" 9"	"[DISEASE] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 6"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 6"	"[DISEASE] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 8"
"[DISEASE] Breast adenocarcinoma (BRCA)[Intogen]"	" 7"	"[DISEASE] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 7"	"[DISEASE] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"10"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	" 9"	"[DISEASE] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 8"
"[DISEASE] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 9"	"[DISEASE] Renal papillary cell carcinoma (RPC)[Intogen]"	" 7"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"10"	"[DISEASE] Ovary cancer (OV)[Intogen]"	" 8"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 9"	"[DISEASE] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	" 9"
"[DISEASE] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"10"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 8"	"[DISEASE] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"11"	"[DISEASE] Ovarian Neoplasms[PharmGKB_associated]"	"10"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"11"	"[DISEASE] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 9"
"[DISEASE] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"11"	"[DISEASE] Renal carcinoma (EFO:0002890)[ThETA]"	" 9"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"	"[DISEASE] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"10"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"11"	"[DISEASE] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"10"
"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"13"	"[DISEASE] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 9"	"[DISEASE] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"12"	"[DISEASE] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"12"	"[DISEASE] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"13"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"11"
