"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 1"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 1"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 1"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 1"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 1"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 1"
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 2"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 2"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	" 2"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	" 2"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 2"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 4"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 3"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 3"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	" 3"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	" 3"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	" 4"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 4"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	" 4"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 4"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 6"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 5"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	" 5"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	" 5"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 5"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	" 5"
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	" 6"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 5"	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	" 6"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 7"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	" 6"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 6"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 7"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 7"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 7"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	" 8"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	" 7"
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	" 7"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 8"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	" 7"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 8"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	" 8"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 8"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 7"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 9"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 9"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 9"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 9"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	"10"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 8"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"10"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"10"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 9"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"10"
