"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 1"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	" 1"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 1"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 1"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	" 1"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 1"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 2"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 2"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 2"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 2"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	" 2"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 2"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 3"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	" 3"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 3"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	" 4"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 3"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 4"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 4"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 4"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 5"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 4"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 5"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	" 5"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 5"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 6"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	" 6"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	" 5"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	" 6"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 6"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 6"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	" 6"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	" 7"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	" 6"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	" 7"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	" 7"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	" 7"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 7"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 8"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	" 8"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 9"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	" 8"	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	" 8"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	" 8"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 9"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 8"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"10"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 9"	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"10"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	" 8"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	" 9"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"10"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"11"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"10"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	" 9"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"10"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 9"
