"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 1"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	" 1"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 1"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	" 1"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 2"	"[DrgDis] Skin squamous cell carcinoma (SSCC)[Intogen]"	" 1"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 2"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	" 2"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 2"	"[DrgDis] Ovary cancer (OV)[Intogen]"	" 2"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 3"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	" 2"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 4"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	" 3"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 3"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 3"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 3"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	" 5"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 3"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	" 4"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	" 4"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 4"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	" 6"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	" 5"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 5"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 6"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	" 6"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	" 5"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	" 7"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 6"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	" 6"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	" 6"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 7"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	" 6"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	" 7"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	" 7"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 8"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	" 7"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	" 7"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	" 7"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 8"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	" 8"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	" 8"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	" 8"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	" 8"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	" 8"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 9"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	" 9"	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 9"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	" 9"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"10"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"10"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"11"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"10"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"11"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"10"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"11"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"11"
