"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Focal adhesion (hsa04510)"	" 1"	"Focal adhesion (hsa04510)"	" 1"	"Proteoglycans in cancer (hsa05205)"	" 1"	"Focal adhesion (hsa04510)"	" 1"	"Proteoglycans in cancer (hsa05205)"	" 1"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 1"
"Natural killer cell mediated cytotoxicity (hsa04650)"	" 2"	"Toll-like receptor signaling pathway (hsa04620)"	" 2"	"Focal adhesion (hsa04510)"	" 2"	"Choline metabolism in cancer (hsa05231)"	" 3"	"Focal adhesion (hsa04510)"	" 2"	"Toll-like receptor signaling pathway (hsa04620)"	" 2"
"Chemokine signaling pathway (hsa04062)"	" 3"	"Proteoglycans in cancer (hsa05205)"	" 4"	"Choline metabolism in cancer (hsa05231)"	" 3"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 3"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 3"	"Chemokine signaling pathway (hsa04062)"	" 3"
"MAPK signaling pathway (hsa04010)"	" 4"	"Cytokine-cytokine receptor interaction (hsa04060)"	" 4"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 4"	"Proteoglycans in cancer (hsa05205)"	" 3"	"Choline metabolism in cancer (hsa05231)"	" 4"	"Focal adhesion (hsa04510)"	" 4"
"VEGF signaling pathway (hsa04370)"	" 5"	"VEGF signaling pathway (hsa04370)"	" 5"	"VEGF signaling pathway (hsa04370)"	" 5"	"VEGF signaling pathway (hsa04370)"	" 4"	"ErbB signaling pathway (hsa04012)"	" 6"	"ErbB signaling pathway (hsa04012)"	" 5"
"T cell receptor signaling pathway (hsa04660)"	" 6"	"Choline metabolism in cancer (hsa05231)"	" 5"	"Chemokine signaling pathway (hsa04062)"	" 6"	"ErbB signaling pathway (hsa04012)"	" 6"	"Chemokine signaling pathway (hsa04062)"	" 6"	"VEGF signaling pathway (hsa04370)"	" 6"
"Rap1 signaling pathway (hsa04015)"	" 7"	"Rap1 signaling pathway (hsa04015)"	" 7"	"ErbB signaling pathway (hsa04012)"	" 6"	"Chemokine signaling pathway (hsa04062)"	" 7"	"VEGF signaling pathway (hsa04370)"	" 6"	"Proteoglycans in cancer (hsa05205)"	" 7"
"Choline metabolism in cancer (hsa05231)"	" 7"	"Natural killer cell mediated cytotoxicity (hsa04650)"	" 9"	"T cell receptor signaling pathway (hsa04660)"	" 8"	"T cell receptor signaling pathway (hsa04660)"	" 8"	"Toll-like receptor signaling pathway (hsa04620)"	" 8"	"Rap1 signaling pathway (hsa04015)"	" 8"
"Proteoglycans in cancer (hsa05205)"	" 9"	"Chemokine signaling pathway (hsa04062)"	"10"	"Toll-like receptor signaling pathway (hsa04620)"	"10"	"Toll-like receptor signaling pathway (hsa04620)"	" 9"	"T cell receptor signaling pathway (hsa04660)"	" 9"	"Choline metabolism in cancer (hsa05231)"	" 9"
"ErbB signaling pathway (hsa04012)"	"10"	"T cell receptor signaling pathway (hsa04660)"	"10"	"Rap1 signaling pathway (hsa04015)"	"10"	"Rap1 signaling pathway (hsa04015)"	"10"	"Sphingolipid signaling pathway (hsa04071)"	"11"	"TNF signaling pathway (hsa04668)"	"10"
"Ras signaling pathway (hsa04014)"	"11"	"AMPK signaling pathway (hsa04152)"	"11"	"PI3K-Akt signaling pathway (hsa04151)"	"10"	"JAK-STAT signaling pathway (hsa04630)"	"13"	"PI3K-Akt signaling pathway (hsa04151)"	"11"	"Ras signaling pathway (hsa04014)"	"11"
"Adherens junction (hsa04520)"	"13"	"ErbB signaling pathway (hsa04012)"	"12"	"Ras signaling pathway (hsa04014)"	"12"	"PI3K-Akt signaling pathway (hsa04151)"	"13"	"JAK-STAT signaling pathway (hsa04630)"	"13"	"JAK-STAT signaling pathway (hsa04630)"	"12"
